id,title,owner,status,project_id,project_name,stage,prd_path,tech_solution_path,project_path,git_repo,deployment_url,prd_confirmation,tech_expectations,acceptance,last_update,engine,target,game_type,notes
P-20260504-057,,,in_dev,PRJ-20260418-002,creative-drawing-board,,,,,https://github.com/YeLuo45/creative-drawing-board,,,,,,,,,
P-20260504-058,,,in_dev,PRJ-20260418-002,creative-drawing-board,,,,,https://github.com/YeLuo45/creative-drawing-board,,,,,,,,,
P-20260504-059,,,in_dev,PRJ-20260418-002,creative-drawing-board,,,,,https://github.com/YeLuo45/creative-drawing-board,,,,,,,,,
P-20260504-060,,,in_dev,PRJ-20260418-002,creative-drawing-board,,,,,https://github.com/YeLuo45/creative-drawing-board,,,,,,,,,
P-20260504-061,,,in_dev,PRJ-20260418-002,creative-drawing-board,,,,,https://github.com/YeLuo45/creative-drawing-board,,,,,,,,,
P-20260504-062,,,active,PRJ-20260418-002,creative-drawing-board,,,,,https://github.com/YeLuo45/creative-drawing-board,,,,小墨于2026-05-04自行验收通过,,,,,
P-20260504-063,,,active,PRJ-20260418-002,creative-drawing-board,,,,,https://github.com/YeLuo45/creative-drawing-board,,,,小墨于2026-05-04自行验收通过,,,,,
P-20260504-064,,,active,PRJ-20260418-002,creative-drawing-board,,,,,https://github.com/YeLuo45/creative-drawing-board,,,,小墨于2026-05-04自行验收通过,,,,,
P-20260504-065,,,active,PRJ-20260418-002,creative-drawing-board,,,,,https://github.com/YeLuo45/creative-drawing-board,,,,小墨于2026-05-04自行验收通过,,,,,
P-20260504-066,,,active,PRJ-20260418-002,creative-drawing-board,,,,,https://github.com/YeLuo45/creative-drawing-board,,,,小墨于2026-05-04自行验收通过,,,,,
P-20260504-067,,,active,PRJ-20260418-002,creative-drawing-board,,,,,https://github.com/YeLuo45/creative-drawing-board,,,,小墨于2026-05-04自行验收通过,,,,,
P-20260504-068,,,active,PRJ-20260418-002,creative-drawing-board,,,,,https://github.com/YeLuo45/creative-drawing-board,,,,小墨于2026-05-04自行验收通过,,,,,
P-20260504-069,,,active,PRJ-20260418-002,creative-drawing-board,,,,,https://github.com/YeLuo45/creative-drawing-board,,,,小墨于2026-05-04自行验收通过,,,,,
P-20260505-078,,,active,PRJ-20260418-002,creative-drawing-board,,,,,https://github.com/YeLuo45/creative-drawing-board,,,,小墨于2026-05-05自行验收通过,,,,,
P-20260506-079,,,active,PRJ-20260418-002,creative-drawing-board,,,,,https://github.com/YeLuo45/creative-drawing-board,,,,小墨于2026-05-06自行验收通过,,,,,
P-20260506-080,,,active,PRJ-20260418-002,creative-drawing-board,,,,,https://github.com/YeLuo45/creative-drawing-board,,,,小墨于2026-05-06自行验收通过,,,,,
P-20260506-081,,,active,PRJ-20260418-002,creative-drawing-board,,,,,https://github.com/YeLuo45/creative-drawing-board,,,,小墨于2026-05-06自行验收通过,,,,,
P-20260506-082,,,active,PRJ-20260418-002,creative-drawing-board,,,,,https://github.com/YeLuo45/creative-drawing-board,,,,小墨于2026-05-06自行验收通过,,,,,
P-20260506-083,,,active,PRJ-20260418-002,creative-drawing-board,,,,,https://github.com/YeLuo45/creative-drawing-board,,,,小墨于2026-05-06自行验收通过,,,,,
P-20260506-084,,,active,PRJ-20260418-002,creative-drawing-board,,,,,https://github.com/YeLuo45/creative-drawing-board,,,,小墨于2026-05-06自行验收通过,,,,,
P-20250418-004,,,active,PRJ-20260418-004,future-little-leaders,,,,,https://github.com/YeLuo45/future-little-leaders,,,,accepted,,,,,
P-20260504-3009,,,in_dev,PRJ-20260418-004,future-little-leaders,,,,,https://github.com/YeLuo45/future-little-leaders,,confirmed,pending,,,,,,
P-20260505-012,,,in_dev,PRJ-20260418-004,future-little-leaders,,,,,https://github.com/YeLuo45/future-little-leaders,,confirmed,pending,,,,,,
P-20250418-005,,,active,PRJ-20260418-005,todo-app,,,,,https://github.com/YeLuo45/todo-app,,,,,,,,,
P-20260419-001,,,in_dev,PRJ-20260419-001,temple-run,,,,,https://github.com/YeLuo45/temple-run,,confirmed,confirmed,accepted,,,,,
P-20260504-070,,,archived,PRJ-20260419-001,temple-run,,,,,https://github.com/YeLuo45/temple-run,,,,,,,,,
P-20260505-081,,,archived,PRJ-20260419-001,temple-run,,,,,https://github.com/YeLuo45/temple-run,,confirmed,confirmed,accepted,,,,,
P-20250419-002,,,active,PRJ-20260419-002,tank-battle,,,,,https://github.com/YeLuo45/tank-battle,,,,,,,,,
P-20260419-003,,,active,PRJ-20260419-003,dont-step-white,,,,,https://github.com/YeLuo45/dont-step-white,,timeout-approved,confirmed,accepted,,,,,
P-20260504-004,,,active,PRJ-20260419-003,dont-step-white,,,,,https://github.com/YeLuo45/dont-step-white,,,,accepted,,,,,
P-20260504-009,,,active,PRJ-20260419-003,dont-step-white,,,,,https://github.com/YeLuo45/dont-step-white,,,,accepted,,,,,
P-20260504-010,,,active,PRJ-20260419-003,dont-step-white,,,,,https://github.com/YeLuo45/dont-step-white,,,,accepted,,,,,
P-20260504-011,,,active,PRJ-20260419-003,dont-step-white,,,,,https://github.com/YeLuo45/dont-step-white,,,,accepted,,,,,
P-20260504-012,,,active,PRJ-20260419-003,dont-step-white,,,,,https://github.com/YeLuo45/dont-step-white,,,,accepted,,,,,
P-20260504-013,,,active,PRJ-20260419-003,dont-step-white,,,,,https://github.com/YeLuo45/dont-step-white,,,,accepted,,,,,
P-20260504-014,,,active,PRJ-20260419-003,dont-step-white,,,,,https://github.com/YeLuo45/dont-step-white,,,,accepted,,,,,
P-20260504-015,,,active,PRJ-20260419-003,dont-step-white,,,,,https://github.com/YeLuo45/dont-step-white,,,,accepted,,,,,
P-20260504-016,,,active,PRJ-20260419-003,dont-step-white,,,,,https://github.com/YeLuo45/dont-step-white,,,,accepted,,,,,
P-20260504-018,,,active,PRJ-20260419-003,dont-step-white,,,,,https://github.com/YeLuo45/dont-step-white,,confirmed,,accepted,,,,,
P-20260504-3024,,,active,PRJ-20260419-003,dont-step-white,,,,,https://github.com/YeLuo45/dont-step-white,,,,accepted,,,,,
P-20260504-3027,,,active,PRJ-20260419-003,dont-step-white,,,,,https://github.com/YeLuo45/dont-step-white,,,,accepted,,,,,
P-20260419-004,,,active,PRJ-20260419-005,TradingAgents-CN,,,,,https://github.com/YeLuo45/TradingAgents-CN,,,,accepted,,,,,
P-20260504-3046,,,active,PRJ-20260419-005,TradingAgents-CN,,,,,https://github.com/YeLuo45/TradingAgents-CN,,,,accepted,,,,,
P-20260507-006,,,archived,PRJ-20260419-007,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,,,active,,,,,
P-20260508-001,,,archived,PRJ-20260419-007,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,,,active,,,,,
P-20260508-002,,,archived,PRJ-20260419-007,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,,,active,,,,,
P-20250420-001,,,active,PRJ-20260420-001,snake-battle,,,,,https://github.com/YeLuo45/snake-battle,,,,,,,,,
P-20260503-021,,,active,PRJ-20260420-001,snake-battle,,,,,https://github.com/YeLuo45/snake-battle,,,,小墨于2026-05-03自行验收通过,,,,,
P-20260503-022,,,active,PRJ-20260420-001,snake-battle,,,,,https://github.com/YeLuo45/snake-battle,,confirmed,timeout-approved（技术栈继承 V1：HTML5 Canvas + Vanilla JS 单文件，零外部依赖）,小墨于2026-05-03自行验收通过,,,,,
P-20260503-023,,,active,PRJ-20260420-001,snake-battle,,,,,https://github.com/YeLuo45/snake-battle,,timeout-approved,timeout-approved（技术栈继承V1-V3：Canvas + Vanilla JS + React/Vite，localStorage持久化）,pending,,,,,
P-20260506-010,,,in_dev,PRJ-20260420-002,pixel-pal-web,,,,,https://github.com/YeLuo45/pixel-pal-web,,confirmed,,pending,,,,,
P-20260507-001,,,active,PRJ-20260420-002,pixel-pal-web,,,,,https://github.com/YeLuo45/pixel-pal-web,,,,accepted,,,,,
P-20260507-002,,,active,PRJ-20260420-002,pixel-pal-web,,,,,https://github.com/YeLuo45/pixel-pal-web,,,,accepted,,,,,
P-20260507-003,,,active,PRJ-20260420-002,pixel-pal-web,,,,,https://github.com/YeLuo45/pixel-pal-web,,,,accepted,,,,,
P-20260502-013,,,active,PRJ-20260421-001,card-game-prototype,,,,,https://github.com/YeLuo45/card-game-prototype,,,,boss于2026-05-02验收通过,,,,,
P-20260503-001,,,active,PRJ-20260421-001,card-game-prototype,,,,,https://github.com/YeLuo45/card-game-prototype,,,,boss于2026-05-02验收通过,,,,,
P-20260503-002,,,active,PRJ-20260421-001,card-game-prototype,,,,,https://github.com/YeLuo45/card-game-prototype,,,,boss于2026-05-03验收通过,,,,,
P-20260503-003,,,active,PRJ-20260421-001,card-game-prototype,,,,,https://github.com/YeLuo45/card-game-prototype,,,,boss于2026-05-03验收通过,,,,,
P-20260503-004,,,active,PRJ-20260421-001,card-game-prototype,,,,,https://github.com/YeLuo45/card-game-prototype,,,,boss于2026-05-03验收通过,,,,,
P-20260503-005,,,active,PRJ-20260421-001,card-game-prototype,,,,,https://github.com/YeLuo45/card-game-prototype,,,,小墨于2026-05-03自行验收通过,,,,,
P-20260503-006,,,active,PRJ-20260421-001,card-game-prototype,,,,,https://github.com/YeLuo45/card-game-prototype,,,,小墨于2026-05-03自行验收通过,,,,,
P-20260503-007,,,active,PRJ-20260421-001,card-game-prototype,,,,,https://github.com/YeLuo45/card-game-prototype,,,,小墨于2026-05-03自行验收通过,,,,,
P-20260503-008,,,active,PRJ-20260421-001,card-game-prototype,,,,,https://github.com/YeLuo45/card-game-prototype,,,,小墨于2026-05-03自行验收通过,,,,,
P-20260503-009,,,active,PRJ-20260421-001,card-game-prototype,,,,,https://github.com/YeLuo45/card-game-prototype,,,,小墨于2026-05-03自行验收通过,,,,,
P-20260503-010,,,active,PRJ-20260421-001,card-game-prototype,,,,,https://github.com/YeLuo45/card-game-prototype,,,,小墨于2026-05-03自行验收通过,,,,,
P-20260503-011,,,active,PRJ-20260421-001,card-game-prototype,,,,,https://github.com/YeLuo45/card-game-prototype,,,,小墨于2026-05-03自行验收通过,,,,,
P-20260503-012,,,active,PRJ-20260421-001,card-game-prototype,,,,,https://github.com/YeLuo45/card-game-prototype,,,,小墨于2026-05-03自行验收通过,,,,,
P-20260503-013,,,active,PRJ-20260421-001,card-game-prototype,,,,,https://github.com/YeLuo45/card-game-prototype,,,,小墨于2026-05-03自行验收通过,,,,,
P-20260503-014,,,active,PRJ-20260421-001,card-game-prototype,,,,,https://github.com/YeLuo45/card-game-prototype,,,,小墨于2026-05-03自行验收通过,,,,,
P-20260503-015,,,active,PRJ-20260421-001,card-game-prototype,,,,,https://github.com/YeLuo45/card-game-prototype,,,,小墨于2026-05-03自行验收通过,,,,,
P-20260503-016,,,active,PRJ-20260421-001,card-game-prototype,,,,,https://github.com/YeLuo45/card-game-prototype,,,,小墨于2026-05-03自行验收通过,,,,,
P-20260503-017,,,active,PRJ-20260421-001,card-game-prototype,,,,,https://github.com/YeLuo45/card-game-prototype,,,,小墨于2026-05-03自行验收通过,,,,,
P-20260503-018,,,active,PRJ-20260421-001,card-game-prototype,,,,,https://github.com/YeLuo45/card-game-prototype,,,,小墨于2026-05-03自行验收通过,,,,,
P-20260503-019,,,active,PRJ-20260421-001,card-game-prototype,,,,,https://github.com/YeLuo45/card-game-prototype,,,,小墨于2026-05-03自行验收通过,,,,,
P-20260508-001,,,active,PRJ-20260421-001,card-game-prototype,,,,,https://github.com/YeLuo45/card-game-prototype,,,,delivered,,,,,
P-20260508-002,,,active,PRJ-20260421-001,card-game-prototype,,,,,https://github.com/YeLuo45/card-game-prototype,,,,delivered,,,,,
P-20260508-003,,,active,PRJ-20260421-001,card-game-prototype,,,,,https://github.com/YeLuo45/card-game-prototype,,,,delivered,,,,,
P-20260508-005,,,active,PRJ-20260421-001,card-game-prototype,,,,,https://github.com/YeLuo45/card-game-prototype,,,,accepted,,,,,
P-20260508-006,,,active,PRJ-20260421-001,card-game-prototype,,,,,https://github.com/YeLuo45/card-game-prototype,,,,accepted,,,,,
P-20260509-008,,,active,PRJ-20260421-001,card-game-prototype,,,,,https://github.com/YeLuo45/card-game-prototype,,,,accepted,,,,,
P-20260509-009,,,active,PRJ-20260421-001,card-game-prototype,,,,,https://github.com/YeLuo45/card-game-prototype,,,,accepted,,,,,
P-20260509-010,,,active,PRJ-20260421-001,card-game-prototype,,,,,https://github.com/YeLuo45/card-game-prototype,,,,accepted,,,,,
P-20260509-011,,,active,PRJ-20260421-001,card-game-prototype,,,,,https://github.com/YeLuo45/card-game-prototype,,,,accepted,,,,,
P-20260509-012,,,active,PRJ-20260421-001,card-game-prototype,,,,,https://github.com/YeLuo45/card-game-prototype,,,,accepted,,,,,
P-20250421-003,,,active,PRJ-20260421-003,personalClaw,,,,,https://github.com/YeLuo45/personalClaw,,,,,,,,,
P-20250421-002,,,active,PRJ-20260422-001,ai-novel-assistant,,,,,https://github.com/YeLuo45/ai-novel-assistant,,,,,,,,,
P-20260502-001,,,in_dev,PRJ-20260422-001,ai-novel-assistant,,,,,https://github.com/YeLuo45/ai-novel-assistant,,confirmed,confirmed,,,,,,
P-20260502-002,,,active,PRJ-20260422-001,ai-novel-assistant,,,,,https://github.com/YeLuo45/ai-novel-assistant,,,,,,,,,
P-20260502-003,,,in_dev,PRJ-20260422-001,ai-novel-assistant,,,,,https://github.com/YeLuo45/ai-novel-assistant,,confirmed,pending,,,,,,
P-20260504-3001,,,active,PRJ-20260422-001,ai-novel-assistant,,,,,https://github.com/YeLuo45/ai-novel-assistant,,,,,,,,,
P-20260504-3054,,,in_dev,PRJ-20260422-001,ai-novel-assistant,,,,,https://github.com/YeLuo45/ai-novel-assistant,,confirmed,pending,,,,,,
P-20260422-001,,,in_dev,PRJ-20260423-001,room-escape-puzzle,,,,,https://github.com/YeLuo45/room-escape-puzzle,,confirmed,confirmed,accepted,,,,,
P-20260422-005,,,in_dev,PRJ-20260423-002,little-garden,,,,,https://github.com/YeLuo45/little-garden,,confirmed,confirmed,accepted,,,,,
P-20260419-005,,,in_dev,PRJ-20260423-005,hermes-agent-collab,,,,,https://github.com/YeLuo45/hermes-agent-collab,,confirmed,confirmed,accepted,,,,,
P-20260424-002,,,active,PRJ-20260423-005,hermes-agent-collab,,,,,https://github.com/YeLuo45/hermes-agent-collab,,timeout-approved,,,,,,,
P-20260504-3055,,,active,PRJ-20260423-005,hermes-agent-collab,,,,,https://github.com/YeLuo45/hermes-agent-collab,,,,,,,,,
P-20260424-001,,,active,PRJ-20260424-001,OpenMAIC,,,,,https://github.com/YeLuo45/OpenMAIC,,,,accepted,,,,,
P-20260422-003,,,in_dev,PRJ-20260424-004,match3-puzzle,,,,,https://github.com/YeLuo45/match3-puzzle,,confirmed,confirmed,accepted,,,,,
P-20250416-003,,,active,PRJ-20260426-003,calculator-app,,,,,https://github.com/YeLuo45/calculator-app.git,,,,accepted (2026-04-26),,,,,
P-20260426-001,,,in_dev,PRJ-20260427-001,preschool-puzzle,,,,,https://github.com/YeLuo45/preschool-puzzle,,confirmed,confirmed,accepted,,,,,
P-20260504-3096,,,in_dev,PRJ-20260427-001,preschool-puzzle,,,,,https://github.com/YeLuo45/preschool-puzzle,,confirmed,confirmed,accepted,,,,,
P-20260429-001,,,in_dev,PRJ-20260428-001,whack-a-mole-3d,,,,,https://github.com/YeLuo45/whack-a-mole-3d,,confirmed,confirmed,accepted,,,,,
P-20260430-001,,,in_dev,PRJ-20260428-001,whack-a-mole-3d,,,,,https://github.com/YeLuo45/whack-a-mole-3d,,confirmed,confirmed,accepted,,,,,
P-20260430-002,,,in_dev,PRJ-20260428-001,whack-a-mole-3d,,,,,https://github.com/YeLuo45/whack-a-mole-3d,,confirmed,confirmed,accepted,,,,,
P-20260430-003,,,active,PRJ-20260428-001,whack-a-mole-3d,,,,,https://github.com/YeLuo45/whack-a-mole-3d,,timeout-approved,timeout-approved（技术栈继承V3：Three.js 0.160.0 CDN + Vanilla JS 单文件）,accepted,,,,,
